12	"ABIM"	" ABIM "	"ABIM"	"LABWOR"	"LABWOR"	"MORULEM"	"KATABOK EAST"	"KATABOK"		"GOVT"	"HC II"	"FUNCTIONAL"
13	"ABIM"	" ABIM "	"ABIM"	"LABWOR"	"LABWOR"	"NYAKWAE"	"OPOPONGO"	"OPOPONGO"		"GOVT"	"HC II"	"FUNCTIONAL"
14	"ABIM"	" ABIM "	"ABIM"	"LABWOR"	"LABWOR"	"NYAKWAE"	"ORETA"	"ORETA"		"GOVT"	"HC II"	"FUNCTIONAL"
15	"ABIM"	" ABIM "	"ABIM"	"LABWOR"	"LABWOR"	"NYAKWAE"	"PUPUKAMUYA"	"PUPUKAMUYA"		"GOVT"	"HC II"	"FUNCTIONAL"
16	"ABIM"	" ABIM "	"ABIM"	"LABWOR"	"LABWOR"	"NYAKWAE"	"ROGOM"	"NYAKWAE"		"GOVT"	"HC III"	"FUNCTIONAL"
17	"ADJUMANI"	" ADJUMANI "	"ADJUMANI"	"Moyo"	"EAST MOYO"	"ADJUMANI Town Council"	"CENTRAL"	"ADJUMANI  "		"GOVT"	"HOSPITAL"	"FUNCTIONAL"
18	"ADJUMANI"	"ADJUMANI"	"ADJUMANI"	"Moyo"	"EAST MOYO"	"ADJUMANI Town Council"	"CENTRAL"	"ADJUMANI MISSION"			"HC III"	"FUNCTIONAL"
19	"ADJUMANI"	" ADJUMANI "	"ADJUMANI"	"Moyo"	"EAST MOYO"	"ADROPI"	"LAJOBI"	"UDERU"		"GOVT"	"HC II"	"FUNCTIONAL"
20	"ADJUMANI"	" ADJUMANI "	"ADJUMANI"	"Moyo"	"EAST MOYO"	"ADROPI"	"OPENZINZI"	"OPENZINZI"		"GOVT"	"HC III"	"FUNCTIONAL"
21	"ADJUMANI"	" ADJUMANI "	"ADJUMANI"	"Moyo"	"EAST MOYO"	"ARINYAPI"	"ELEGU"	"ELEGU"		"GOVT"	"HC II"	"COMPLETE"
22	"ADJUMANI"	" ADJUMANI "	"ADJUMANI"	"Moyo"	"EAST MOYO"	"ARINYAPI"	"LIRI"	"NYUMANZI A"		"NGO"	"HC II"	"FUNCTIONAL"
23	"ADJUMANI"	" ADJUMANI "	"ADJUMANI"	"Moyo"	"EAST MOYO"	"ARINYAPI"	"LIRI"	"OGOLO"		"GOVT"	"HC II"	"COMPLETE"
24	"ADJUMANI"	" ADJUMANI "	"ADJUMANI"	"Moyo"	"EAST MOYO"	"CIFORO"	"LOA"	"CIFORO"		"GOVT"	"HC III"	"FUNCTIONAL"
25	"ADJUMANI"	" ADJUMANI "	"ADJUMANI"	"Moyo"	"EAST MOYO"	"CIFORO"	"LOA"	"UMWIA"	28	"NGO"	"HC II"	"FUNCTIONAL"
26	"ADJUMANI"	" ADJUMANI "	"ADJUMANI"	"Moyo"	"EAST MOYO"	"CIFORO"	"OKANGALI"	"MAGBURU"		"NGO"	"HC II"	"FUNCTIONAL"
27	"ADJUMANI"	" ADJUMANI "	"ADJUMANI"	"Moyo"	"EAST MOYO"	"CIFORO"	"OPEJO"	"OPEJO"		"GOVT"	"HC II"	"FUNCTIONAL"
28	"ADJUMANI"	" ADJUMANI "	"ADJUMANI"	"Moyo"	"EAST MOYO"	"DZAIPI"	"AJUGOPI/ADJUGOPI"	"ELEMA"		"NGO"	"HC II"	"FUNCTIONAL"
29	"ADJUMANI"	" ADJUMANI "	"ADJUMANI"	"Moyo"	"EAST MOYO"	"DZAIPI"	"AJUGOPI/ADJUGOPI"	"IBIBIAWORO"	32	"NGO"	"HC II"	"FUNCTIONAL"
30	"ADJUMANI"	" ADJUMANI "	"ADJUMANI"	"Moyo"	"EAST MOYO"	"DZAIPI"	"AJUGOPI/ADJUGOPI"	"NYUMANZI B"	27	"NGO"	"HC II"	"FUNCTIONAL"
31	"ADJUMANI"	" ADJUMANI "	"ADJUMANI"	"Moyo"	"EAST MOYO"	"DZAIPI"	"MGBERE"	"DZAIPI"		"GOVT"	"HC III"	"FUNCTIONAL"
32	"ADJUMANI"	" ADJUMANI "	"ADJUMANI"	"Moyo"	"EAST MOYO"	"ITIRIKWA"	"ODU"	"MUNGULA"		"GOVT"	"HC IV"	"FUNCTIONAL"
33	"ADJUMANI"	" ADJUMANI "	"ADJUMANI"	"Moyo"	"EAST MOYO"	"ITIRIKWA"	"ODU"	"OFUA"		"GOVT"	"HC III"	"FUNCTIONAL"
34	"ADJUMANI"	" ADJUMANI "	"ADJUMANI"	"Moyo"	"EAST MOYO"	"OFUA"	"ITIRIKWA"	"KOLIDIDI"	22	"NGO"	"HC II"	"FUNCTIONAL"
35	"ADJUMANI"	" ADJUMANI "	"ADJUMANI"	"Moyo"	"EAST MOYO"	"OFUA"	"ITIRIKWA"	"OBILOKONGO"		"GOVT"	"HC II"	"FUNCTIONAL"
36	"ADJUMANI"	" ADJUMANI "	"ADJUMANI"	"Moyo"	"EAST MOYO"	"OFUA"	"TAINYU"	"KUREKU"		"GOVT"	"HC II"	"FUNCTIONAL"
37	"ADJUMANI"	" ADJUMANI "	"ADJUMANI"	"Moyo"	"EAST MOYO"	"OKUSIJONI"	"GULINYA"	"MAAJI C"		"NGO"	"HC II"	"FUNCTIONAL"
38	"ADJUMANI"	" ADJUMANI "	"ADJUMANI"	"Moyo"	"EAST MOYO"	"OKUSIJONI"	"KIRABA"	"ESIA"	33	"NGO"	"HC II"	"FUNCTIONAL"
39	"ADJUMANI"	" ADJUMANI "	"ADJUMANI"	"Moyo"	"EAST MOYO"	"OKUSIJONI"	"MAAJI"	"MAAJI A"		"NGO"	"HC II"	"FUNCTIONAL"
40	"ADJUMANI"	" ADJUMANI "	"ADJUMANI"	"Moyo"	"EAST MOYO"	"OKUSIJONI"	"UKUSIJONI"	"UKUSIJONI"		"NGO"	"HC III"	"FUNCTIONAL"
41	"ADJUMANI"	"ADJUMANI"	"ADJUMANI"	"Moyo"	"EAST MOYO"	"PACARA"	"ALERE"	"ALERE"			"HC III"	"FUNCTIONAL"
42	"ADJUMANI"	" ADJUMANI "	"ADJUMANI"	"Moyo"	"EAST MOYO"	"PACARA"	"JIHWA"	"ROBIDIRE"		"NGO"	"HC III"	"FUNCTIONAL"
43	"ADJUMANI"	" ADJUMANI "	"ADJUMANI"	"Moyo"	"EAST MOYO"	"PACARA"	"OMI"	"KEYO"		"NGO"	"HC II"	"FUNCTIONAL"
44	"ADJUMANI"	" ADJUMANI "	"ADJUMANI"	"Moyo"	"EAST MOYO"	"PACARA"	"PACARA"	"PACHARA"		"GOVT"	"HC II"	"FUNCTIONAL"
45	"ADJUMANI"	" ADJUMANI "	"ADJUMANI"	"Moyo"	"EAST MOYO"	"PAKELE"	"ATABOO CENTRAL"	"PAKELE"		"GOVT"	"HC III"	"FUNCTIONAL"
46	"ADJUMANI"	" ADJUMANI "	"ADJUMANI"	"Moyo"	"EAST MOYO"	"PAKELE"	"BOROLI"	"BIRA"		"NGO"	"HC II"	"FUNCTIONAL"
47	"ADJUMANI"	" ADJUMANI "	"ADJUMANI"	"Moyo"	"EAST MOYO"	"PAKELE"	"LEWA"	"LEWA"		"GOVT"	"HC II"	"FUNCTIONAL"
48	"ADJUMANI"	" ADJUMANI "	"ADJUMANI"	"Moyo"	"EAST MOYO"	"PAKELE"	"MELIADERI"	"OLIA"		"GOVT"	"HC II"	"FUNCTIONAL"
49	"ADJUMANI"	" ADJUMANI "	"ADJUMANI"	"Moyo"	"EAST MOYO"	"PAKELE"	"PERECI"	"MARYLAND KOCOA"		"NGO"	"HC III"	"FUNCTIONAL"
50	"AMOLATAR"	" AMOLATAR "	"AMOLATAR"	"KIOGA"	"KIOGA"	"AMOLATAR Town Council"	"ALEMERE"	"UPLAND MED.CARE"		"PHP"	"HC II"	"FUNCTIONAL"
51	"AMOLATAR"	"AMOLATAR"	"AMOLATAR"	"KIOGA"	"KIOGA"	"AMOLATAR Town Council"	"UNKNOWN"	"AMOLATAR"			"HC IV"	"FUNCTIONAL"
52	"AMOLATAR"	"AMOLATAR"	"AMOLATAR"	"KIOGA"	"KIOGA"	"AMOLATAR Town Council"	"UNKNOWN"	"PEOPLE'S HEALTH CARE"			"CLINIC"	"FUNCTIONAL"
53	"AMOLATAR"	"AMOLATAR"	"AMOLATAR"	"KIOGA"	"KIOGA"	"APUTI"	"AMAI"	"AMAI COMMUNITY"			"HOSPITAL"	"FUNCTIONAL"
54	"AMOLATAR"	" AMOLATAR "	"AMOLATAR"	"KIOGA"	"KIOGA"	"APUTI"	"AWONANGIRO"	"AWANANGIRI"		"GOVT"	"HC II"	"FUNCTIONAL"
55	"AMOLATAR"	"AMOLATAR"	"AMOLATAR"	"KIOGA"	"KIOGA"	"APUTI"	"UNKNOWN"	"APUTI"			"HC III"	"FUNCTIONAL"
56	"AMOLATAR"	"AMOLATAR"	"AMOLATAR"	"KIOGA"	"KIOGA"	"APUTI"	"UNKNOWN"	"GOOD WILL CLINIC"			"CLINIC"	"FUNCTIONAL"
57	"AMOLATAR"	" AMOLATAR "	"AMOLATAR"	"KIOGA"	"KIOGA"	"AWELO"	"ANAMWANY"	"ANAMWANY"		"GOVT"	"HC II"	"COMPLETE"
58	"AMOLATAR"	" AMOLATAR "	"AMOLATAR"	"KIOGA"	"KIOGA"	"AWELO"	"ETAM"	"ETAM"		"GOVT"	"HC III"	"FUNCTIONAL"
59	"AMOLATAR"	"AMOLATAR"	"AMOLATAR"	"KIOGA"	"KIOGA"	"AWELO"	"UNKNOWN"	"BETHEL CLINIC"			"CLINIC"	"FUNCTIONAL"
60	"AMOLATAR"	" AMOLATAR "	"AMOLATAR"	"KIOGA"	"KIOGA"	"MUNTU"	"ALYECMEDA"	"ALYECMEDA"		"GOVT"	"HC II"	"FUNCTIONAL"
61	"AMOLATAR"	" AMOLATAR "	"AMOLATAR"	"KIOGA"	"KIOGA"	"MUNTU"	"NAKATITI"	"NAKATITI"		"GOVT"	"HC II"	"NON  FUNCTIONAL"
62	"AMOLATAR"	" AMOLATAR "	"AMOLATAR"	"KIOGA"	"KIOGA"	"NAMASALE"	"ACII"	"ACII"		"GOVT"	"HC II"	"FUNCTIONAL"
63	"AMOLATAR"	" AMOLATAR "	"AMOLATAR"	"KIOGA"	"KIOGA"	"NAMASALE"	"IZIGWE"	"BIKO"		"GOVT"	"HC II"	"FUNCTIONAL"
64	"AMOLATAR"	" AMOLATAR "	"AMOLATAR"	"KIOGA"	"KIOGA"	"NAMASALE"	"NABWEYO"	"NAMASALE"		"GOVT"	"HC III"	"FUNCTIONAL"
65	"AMURIA"	" AMURIA "	"AMURIA"	"AMURIA"	"AMURIA"	"ABARILELA"	"DODOS"	"ABARILELA"		"GOVT"	"HC III"	"FUNCTIONAL"
66	"AMURIA"	" AMURIA "	"AMURIA"	"AMURIA"	"AMURIA"	"ABARILELA"	"DODOS"	"ARUTE"		"GOVT"	"HC II"	"FUNCTIONAL"
67	"AMURIA"	" AMURIA "	"AMURIA"	"AMURIA"	"AMURIA"	"ABARILELA"	"OLELAI"	"ONGUTOI"		"GOVT"	"HC II"	"FUNCTIONAL"
68	"AMURIA"	"AMURIA"	"AMURIA"	"AMURIA"	"AMURIA"	"AMURIA Town Council "	"Northern Ward"	"AMURIA"			"HC IV"	"FUNCTIONAL"
69	"AMURIA"	" AMURIA "	"AMURIA"	"AMURIA"	"AMURIA"	"ASAMUK"	"AJAKI"	"AJAKI"		"GOVT"	"HC II"	"FUNCTIONAL"
70	"AMURIA"	"AMURIA"	"AMURIA"	"AMURIA"	"AMURIA"	"ASAMUK"	"AMUCU"	"AMUCU"			"HC III"	"FUNCTIONAL"
71	"AMURIA"	"AMURIA"	"AMURIA"	"AMURIA"	"AMURIA"	"ASAMUK"	"ASAMUK"	"ASAMUK"			"HC III"	"FUNCTIONAL"
72	"AMURIA"	" AMURIA "	"AMURIA"	"AMURIA"	"AMURIA"	"KUJU"	"ABIA"	"ABIA"		"GOVT"	"HC II"	"FUNCTIONAL"
73	"AMURIA"	" AMURIA "	"AMURIA"	"AMURIA"	"AMURIA"	"KUJU"	"AMILMIL"	"AMILMIL"		"GOVT"	"HC II"	"FUNCTIONAL"
74	"AMURIA"	" AMURIA "	"AMURIA"	"AMURIA"	"AMURIA"	"KUJU"	"WILLA"	"AMURIA C.O.U"	26	"NGO"	"HC II"	"FUNCTIONAL"
75	"AMURIA"	" AMURIA "	"AMURIA"	"AMURIA"	"AMURIA"	"KUJU"	"WILLA"	"WILLA"		"NGO"	"HC II"	"FUNCTIONAL"
76	"AMURIA"	" AMURIA "	"AMURIA"	"AMURIA"	"AMURIA"	"MORUNGATUNY"	"ABEKO"	"ABEKO"		"GOVT"	"HC II"	"FUNCTIONAL"
77	"AMURIA"	" AMURIA "	"AMURIA"	"AMURIA"	"AMURIA"	"MORUNGATUNY"	"MORUNGATUNY"	"MORUNGATUNY"		"GOVT"	"HC III"	"FUNCTIONAL"
78	"AMURIA"	" AMURIA "	"AMURIA"	"AMURIA"	"AMURIA"	"MORUNGATUNY"	"OCOCIA"	"OCOCIA (ORUNGO) ST. CLARE"		"NGO"	"HC III"	"FUNCTIONAL"
79	"AMURIA"	" AMURIA "	"AMURIA"	"AMURIA"	"AMURIA"	"MORUNGATUNY"	"OLWA"	"OLWA"		"GOVT"	"HC II"	"FUNCTIONAL"
80	"AMURIA"	" AMURIA "	"AMURIA"	"AMURIA"	"AMURIA"	"ORUNGO"	"MORUINERA"	"CALVARY CHAPEL"		"NGO"	"HC II"	"FUNCTIONAL"
81	"AMURIA"	" AMURIA "	"AMURIA"	"AMURIA"	"AMURIA"	"ORUNGO"	"MORUINERA"	"MOMUNERA"		"NGO"	"HC II"	"FUNCTIONAL"
82	"AMURIA"	" AMURIA "	"AMURIA"	"AMURIA"	"AMURIA"	"ORUNGO"	"ORUNGO"	"ORUNGO"		"GOVT"	"HC III"	"FUNCTIONAL"
83	"AMURIA"	" AMURIA "	"AMURIA"	"AMURIA"	"AMURIA"	"WERA"	"AMOLO"	"AMOLO"		"GOVT"	"HC II"	"FUNCTIONAL"
84	"AMURIA"	" AMURIA "	"AMURIA"	"AMURIA"	"AMURIA"	"WERA"	"ANGOLE"	"WERA"		"GOVT"	"HC III"	"FUNCTIONAL"
85	"AMURIA"	" AMURIA "	"AMURIA"	"AMURIA"	"AMURIA"	"WERA"	"WERA"	"ST. MICHAEL"		"NGO"	"HC III"	"FUNCTIONAL"
86	"AMURIA"	" AMURIA "	"AMURIA"	"AMURIA"	"AMURIA"	"WERA"	"WERA"	"ST. MICHAEL WERA"	20	"NGO"	"HC III"	"FUNCTIONAL"
87	"AMURIA"	" AMURIA "	"AMURIA"	"KAPELEBYONG"	"KAPELEBYONG"	"ACOWA"	"ACOWA"	"ACOWA"		"GOVT"	"HC III"	"FUNCTIONAL"
88	"AMURIA"	" AMURIA "	"AMURIA"	"KAPELEBYONG"	"KAPELEBYONG"	"ACOWA"	"AKUM"	"AJELEIK"		"GOVT"	"HC II"	"FUNCTIONAL"
89	"AMURIA"	" AMURIA "	"AMURIA"	"KAPELEBYONG"	"KAPELEBYONG"	"ACOWA"	"KOBUIN"	"ANGEREPO"		"GOVT"	"HC II"	"FUNCTIONAL"
90	"AMURIA"	" AMURIA "	"AMURIA"	"KAPELEBYONG"	"KAPELEBYONG"	"ACOWA"	"KOBUIN"	"KOBUIN"		"GOVT"	"HC II"	"FUNCTIONAL"
91	"AMURIA"	" AMURIA "	"AMURIA"	"KAPELEBYONG"	"KAPELEBYONG"	"KAPELEBYONG"	"AMASENIKO"	"AMASENIKO"		"GOVT"	"HC II"	"FUNCTIONAL"
92	"AMURIA"	" AMURIA "	"AMURIA"	"KAPELEBYONG"	"KAPELEBYONG"	"KAPELEBYONG"	"AMASENIKO"	"ST. FRANCIS ACUMET"		"NGO"	"HC III"	"FUNCTIONAL"
93	"AMURIA"	" AMURIA "	"AMURIA"	"KAPELEBYONG"	"KAPELEBYONG"	"KAPELEBYONG"	"KAPELEBYONG"	"KAPELEBYONG"		"GOVT"	"HC IV"	"FUNCTIONAL"
94	"AMURIA"	" AMURIA "	"AMURIA"	"KAPELEBYONG"	"KAPELEBYONG"	"KAPELEBYONG"	"NYADA"	"NYADA"		"GOVT"	"HC II"	"FUNCTIONAL"
95	"AMURIA"	" AMURIA "	"AMURIA"	"KAPELEBYONG"	"KAPELEBYONG"	"KAPELEBYONG"	"OKOBOI"	"OKOBOI"		"GOVT"	"HC II"	"FUNCTIONAL"
96	"AMURIA"	"AMURIA"	"AMURIA"	"KAPELEBYONG"	"KAPELEBYONG"	"KAPELEBYONG"	"UNKNOWN"	"ACUMET"			"HC III"	"FUNCTIONAL"
97	"AMURIA"	" AMURIA "	"AMURIA"	"KAPELEBYONG"	"KAPELEBYONG"	"OBALANGA"	"AGONGA"	"AGONGA"		"GOVT"	"HC II"	"FUNCTIONAL"
98	"AMURIA"	" AMURIA "	"AMURIA"	"KAPELEBYONG"	"KAPELEBYONG"	"OBALANGA"	"AMOOTOM"	"AEKET"		"GOVT"	"HC II"	"FUNCTIONAL"
99	"AMURIA"	" AMURIA "	"AMURIA"	"KAPELEBYONG"	"KAPELEBYONG"	"OBALANGA"	"OBALANGA"	"OBALANGA"		"GOVT"	"HC III"	"FUNCTIONAL"
100	"AMURIA"	"AMURIA"	"AMURIA"	"KAPELEBYONG"	"KAPELEBYONG"	"OBALANGA"	"UNKNOWN"	"ALITO"			"HC III"	"FUNCTIONAL"
101	"AMURU"	" AMURU "	"AMURU"	"KILAK"	"KILAK"	"AMURU Subcounty"	"OKUNGGEDI"	"OKUNGGEDI"		"GOVT"	"HC II"	"FUNCTIONAL"
102	"AMURU"	" AMURU "	"AMURU"	"KILAK"	"KILAK"	"AMURU Subcounty"	"PAILYEC"	"PAILYEC"		"GOVT"	"HC II "	"UNDER CONSTRUCTION"
103	"AMURU"	" AMURU "	"AMURU"	"KILAK"	"KILAK"	"AMURU Subcounty"	"TORO"	"LABONGOGALI"		"PHP"	"HC II"	"FUNCTIONAL"
104	"AMURU"	"AMURU"	"AMURU"	"KILAK"	"KILAK"	"AMURU Subcounty"	"UNKNOWN"	"AMURU"			"HC III"	"FUNCTIONAL"
105	"AMURU"	" AMURU "	"AMURU"	"KILAK"	"KILAK"	"ATTIAK"	"OKIDI"	"OKIDI"		"GOVT"	"HC II"	"UNDER CONSTRUCTION"
106	"AMURU"	" AMURU "	"AMURU"	"KILAK"	"KILAK"	"ATTIAK"	"PACILO"	"PACILO"		"GOVT"	"HC II"	"UNDER CONSTRUCTION"
107	"AMURU"	" AMURU "	"AMURU"	"KILAK"	"KILAK"	"ATTIAK"	"PALUKERE"	"PALUKERE"		"GOVT"	"HC II"	"UNDER CONSTRUCTION"
108	"AMURU"	" AMURU "	"AMURU"	"KILAK"	"KILAK"	"ATTIAK"	"PAWEL"	"PAWEL"		"GOVT"	"HC II"	"FUNCTIONAL"
109	"AMURU"	"AMURU"	"AMURU"	"KILAK"	"KILAK"	"ATTIAK"	"UNKNOWN"	"ATIAK"			"HC IV"	"FUNCTIONAL"
110	"AMURU"	"AMURU"	"AMURU"	"KILAK"	"KILAK"	"ATTIAK"	"UNKNOWN"	"BIBIA"			"HC III"	"FUNCTIONAL"
111	"AMURU"	" AMURU "	"AMURU"	"KILAK"	"KILAK"	"LAMOGI"	"COKE"	"PARABONGO"		"GOVT"	"HC II"	"FUNCTIONAL"
112	"AMURU"	" AMURU "	"AMURU"	"KILAK"	"KILAK"	"LAMOGI"	"GIRA-GIRA"	"OLWAL"		"GOVT"	"HC III"	"FUNCTIONAL"
113	"AMURU"	" AMURU "	"AMURU"	"KILAK"	"KILAK"	"LAMOGI"	"GURU-GURU"	"GURU GURU"		"GOVT"	"HC III"	"FUNCTIONAL"
114	"AMURU"	" AMURU "	"AMURU"	"KILAK"	"KILAK"	"LAMOGI"	"PAGORO"	"KALAGIMA"		"GOVT"	"HC III"	"FOR UPGRADING"
115	"AMURU"	" AMURU "	"AMURU"	"KILAK"	"KILAK"	"LAMOGI"	"PAGORO"	"LAMOGI"	23	"GOVT"	"HC III"	"FUNCTIONAL"
116	"AMURU"	" AMURU "	"AMURU"	"KILAK"	"KILAK"	"LAMOGI"	"PALEMA"	"KEYO"		"NGO"	"HC II"	"FUNCTIONAL"
117	"AMURU"	"AMURU"	"AMURU"	"KILAK"	"KILAK"	"LAMOGI"	"UNKNOWN"	"AWER"			"HC II"	"FUNCTIONAL"
118	"AMURU"	" AMURU "	"AMURU"	"KILAK"	"KILAK"	"PABBO"	"GAYA"	"OTONG"		"GOVT"	"HC II"	"FUNCTIONAL"
119	"AMURU"	" AMURU "	"AMURU"	"KILAK"	"KILAK"	"PABBO"	"KAL"	"PABBO (GOVT)"		"GOVT"	"HC II"	"FUNCTIONAL"
120	"AMURU"	" AMURU "	"AMURU"	"KILAK"	"KILAK"	"PABBO"	"KAL"	"PABBO (NGO)"		"NGO"	"HC III"	"FUNCTIONAL"
121	"AMURU"	" AMURU "	"AMURU"	"KILAK"	"KILAK"	"PABBO"	"LABALA"	"OLINGA"		"GOVT"	"HC II"	"COMPLETE"
122	"AMURU"	" AMURU "	"AMURU"	"KILAK"	"KILAK"	"PABBO"	"PALWONG"	"JENG-GARI"		"GOVT"	"HC II"	"FUNCTIONAL"
123	"AMURU"	" AMURU "	"AMURU"	"KILAK"	"KILAK"	"PABBO"	"PALWONG"	"ODOKONYERO"		"GOVT"	"HC II"	"NON  FUNCTIONAL"
124	"AMURU"	" AMURU "	"AMURU"	"KILAK"	"KILAK"	"PABBO"	"PARUBANGA"	"PARUBANGA"		"GOVT"	"HC II"	"FUNCTIONAL"
125	"AMURU"	" AMURU "	"AMURU"	"KILAK"	"KILAK"	"PABBO"	"POGO"	"POGO"		"GOVT"	"HC II"	"FUNCTIONAL"
126	"AMURU"	" AMURU "	"AMURU"	"NWOYA"	"NWOYA"	"ALERO"	"KAL"	"GOOD SHEPERD"		"NGO"	"HC II"	"FUNCTIONAL"
127	"AMURU"	" AMURU "	"AMURU"	"NWOYA"	"NWOYA"	"ALERO"	"PANGUR"	"LANGOL"		"GOVT"	"HC II"	"FUNCTIONAL"
128	"AMURU"	" AMURU "	"AMURU"	"NWOYA"	"NWOYA"	"ALERO"	"PANOKRAC"	"PANOKRAC"		"GOVT"	"HC II"	"FUNCTIONAL"
129	"AMURU"	"AMURU"	"AMURU"	"NWOYA"	"NWOYA"	"ALERO"	"UNKNOWN"	"ALERO"			"HC III"	"FUNCTIONAL"
130	"AMURU"	" AMURU "	"AMURU"	"NWOYA"	"NWOYA"	"ANAKA"	"KAL"	"ST. ANDREW"		"NGO"	"HC II"	"COMPLETE"
131	"AMURU"	" AMURU "	"AMURU"	"NWOYA"	"NWOYA"	"ANAKA"	"KAL"	"ST. FRANCIS ANAKA"		"NGO"	"HC II"	"COMPLETE"
132	"AMURU"	" AMURU "	"AMURU"	"NWOYA"	"NWOYA"	"ANAKA"	"KAL"	"VERONICA ADWORO CLINIC"		"PHP"	"HC II"	"FUNCTIONAL"
133	"AMURU"	" AMURU "	"AMURU"	"NWOYA"	"NWOYA"	"ANAKA"	"TODORA"	"TODORA"		"GOVT"	"HC II"	"FUNCTIONAL"
134	"AMURU"	"AMURU"	"AMURU"	"NWOYA"	"NWOYA"	"ANAKA"	"UNKNOWN"	"ANAKA"			"HOSPITAL"	"FUNCTIONAL"
135	"AMURU"	" AMURU "	"AMURU"	"NWOYA"	"NWOYA"	"KOCH-GOMA (GOMA)"	"COOROM"	"CO-OROM"		"GOVT"	"HC II"	"FUNCTIONAL"
136	"AMURU"	" AMURU "	"AMURU"	"NWOYA"	"NWOYA"	"KOCH-GOMA (GOMA)"	"KAL"	"KOCH GOMA"		"GOVT"	"HC III"	"FUNCTIONAL"
137	"AMURU"	" AMURU "	"AMURU"	"NWOYA"	"NWOYA"	"KOCH-GOMA (GOMA)"	"LII"	"KOCH LII"		"GOVT"	"HC II"	"FUNCTIONAL"
138	"AMURU"	" AMURU "	"AMURU"	"NWOYA"	"NWOYA"	"PURONGO"	"LATORO"	"LATORO"		"GOVT"	"HC II"	"FUNCTIONAL"
139	"AMURU"	" AMURU "	"AMURU"	"NWOYA"	"NWOYA"	"PURONGO"	"LOTORO"	"WIIANAKA"		"NGO"	"HC II"	"FUNCTIONAL"
140	"AMURU"	" AMURU "	"AMURU"	"NWOYA"	"NWOYA"	"PURONGO"	"PABIT"	"PARAA"		"GOVT"	"HC II"	"FUNCTIONAL"
141	"AMURU"	" AMURU "	"AMURU"	"NWOYA"	"NWOYA"	"PURONGO"	"PABIT"	"PARAA SAFARI LODGE"		"GOVT"	"HC II"	"FUNCTIONAL"
142	"AMURU"	" AMURU "	"AMURU"	"NWOYA"	"NWOYA"	"PURONGO"	"PAROMO"	"APARANGA"		"GOVT"	"HC II"	"FUNCTIONAL"
143	"AMURU"	" AMURU "	"AMURU"	"NWOYA"	"NWOYA"	"PURONGO"	"PAROMO"	"OLWIYO.VCT"		"NGO"	"HC II"	"FUNCTIONAL"
144	"AMURU"	" AMURU "	"AMURU"	"NWOYA"	"NWOYA"	"PURONGO"	"PAWATOMERO"	"PURONGO"		"GOVT"	"HC III"	"FOR UPGRADING"
145	"APAC"	" APAC "	"APAC"	"KOLE"	"KOLE"	"ABOKE"	"OPETA"	"OPETA"		"GOVT"	"HC II"	"FUNCTIONAL"
146	"APAC"	"APAC"	"APAC"	"KOLE"	"KOLE"	"ABOKE"	"UNKNOWN"	"ABOKE"			"HC IV"	"FUNCTIONAL"
147	"APAC"	"APAC"	"APAC"	"KOLE"	"KOLE"	"ABOKE"	"UNKNOWN"	"ABOKE MISSION"			"HC II"	"FUNCTIONAL"
148	"APAC"	"APAC"	"APAC"	"KOLE"	"KOLE"	"AKALO"	"UNKNOWN"	"AKALO"			"HC III"	"FUNCTIONAL"
